
[00:00:00.000 --> 00:00:01.400]   Message publicitaire.
[01:32:37.540 --> 01:32:38.340]   avec Golden Moustache
[01:32:38.340 --> 01:32:38.640]   à l'époque
[01:32:38.640 --> 01:32:39.520]   quand on s'est tous retrouvé
[01:32:39.520 --> 01:32:39.820]   à Golden
[01:32:39.820 --> 01:32:40.360]   d'un coup je fais
[01:32:40.360 --> 01:32:41.860]   putain quand je parle de tel
[01:32:41.860 --> 01:32:42.500]   je sens que ça connecte
[01:32:42.500 --> 01:32:43.000]   et à Golden
[01:32:43.000 --> 01:32:44.600]   c'était l'effervescence
[01:32:44.600 --> 01:32:45.100]   que tu peux retrouver
[01:32:45.100 --> 01:32:45.940]   dans un conservatoire
[01:32:45.940 --> 01:32:46.900]   où d'un coup tu décides
[01:32:46.900 --> 01:32:47.300]   avec tout le monde
[01:32:47.300 --> 01:32:48.040]   de monter une troupe
[01:32:48.040 --> 01:32:48.920]   et en fait t'es que avec
[01:32:48.920 --> 01:32:49.820]   des gens de confiance
[01:32:49.820 --> 01:32:50.800]   et c'est vrai
[01:32:50.800 --> 01:32:52.240]   et chacun avec ses individualités
[01:32:52.240 --> 01:32:52.900]   quand même
[01:32:52.900 --> 01:32:53.960]   mais on monte un peu
[01:32:53.960 --> 01:32:54.720]   un truc commun
[01:32:54.720 --> 01:32:55.880]   et on apprend
[01:32:55.880 --> 01:32:56.940]   le truc de troupe
[01:32:56.940 --> 01:32:57.580]   c'est ça exactement
[01:32:57.580 --> 01:32:58.600]   mais on est toujours
[01:32:58.600 --> 01:32:59.280]   la seule personne
[01:32:59.280 --> 01:32:59.820]   qui décide
[01:32:59.820 --> 01:33:00.960]   enfin moi ma légitimité
[01:33:00.960 --> 01:33:01.620]   à faire du théâtre
[01:33:01.620 --> 01:33:02.580]   je me la suis acheté tout seul
[01:33:02.580 --> 01:33:03.940]   parce que si j'avais dû attendre
[01:33:03.940 --> 01:33:04.680]   que les autres me la donnent
[01:33:04.680 --> 01:33:05.440]   j'aurais arrêté
[01:33:05.440 --> 01:33:06.000]   il y a bien longtemps
[01:33:06.000 --> 01:33:06.880]   c'est à dire que pour moi
[01:33:06.880 --> 01:33:07.480]   dans mon école
[01:33:07.480 --> 01:33:08.060]   et dans mon école
[01:33:08.060 --> 01:33:08.820]   qui était l'ESAD
[01:33:08.820 --> 01:33:09.960]   qui était une super école publique
[01:33:09.960 --> 01:33:10.360]   à l'époque
[01:33:10.360 --> 01:33:11.600]   dirigée par Jean-Claude Cotillard
[01:33:11.600 --> 01:33:12.820]   j'avais des profs
[01:33:12.820 --> 01:33:13.160]   qui me disaient
[01:33:13.160 --> 01:33:14.520]   non non mais fais pas du jeu
[01:33:14.520 --> 01:33:15.520]   fais de la mise en scène
[01:33:15.520 --> 01:33:16.000]   fais des trucs
[01:33:16.000 --> 01:33:17.180]   t'es pas du tout le meilleur
[01:33:17.180 --> 01:33:17.780]   oui oui
[01:33:17.780 --> 01:33:19.040]   à un moment donné
[01:33:19.040 --> 01:33:19.700]   j'ai décidé que
[01:33:19.700 --> 01:33:20.540]   bah non je suis désolé
[01:33:20.540 --> 01:33:21.240]   je fais du théâtre
[01:33:21.240 --> 01:33:21.780]   j'ai envie de le faire
[01:33:21.780 --> 01:33:22.500]   de cette manière là
[01:33:22.500 --> 01:33:23.440]   et c'est moi qui m'achète
[01:33:23.440 --> 01:33:24.220]   ma légitimité
[01:33:24.220 --> 01:33:24.920]   et même si
[01:33:24.920 --> 01:33:27.100]   donc faut quand même
[01:33:27.100 --> 01:33:28.700]   s'enorgueillir un peu
[01:33:28.700 --> 01:33:29.520]   de son ambition
[01:33:29.520 --> 01:33:32.000]   une question de Florent de Paris
[01:33:32.000 --> 01:33:33.020]   pour quelle raison
[01:33:33.020 --> 01:33:33.760]   as-tu eu des blâmes
[01:33:33.760 --> 01:33:35.220]   à la FNAC Saint-Lazare ?
[01:33:35.220 --> 01:33:36.480]   c'est moi qui demande
[01:33:36.480 --> 01:33:37.140]   c'est moi qui demande
[01:33:37.140 --> 01:33:38.020]   ça m'a intéressé
[01:33:38.020 --> 01:33:39.040]   alors
[01:33:39.040 --> 01:33:40.200]   oh là là
[01:33:40.200 --> 01:33:41.780]   j'ai
[01:33:41.780 --> 01:33:42.280]   alors
[01:33:42.280 --> 01:33:43.380]   je me suis battu
[01:33:43.380 --> 01:33:44.180]   avec un vendeur
[01:33:44.180 --> 01:33:45.000]   du rayon disque
[01:33:45.000 --> 01:33:46.000]   enfin c'est battu
[01:33:46.000 --> 01:33:46.740]   mais comme de la merde
[01:33:46.740 --> 01:33:47.520]   genre ah
[01:33:47.520 --> 01:33:48.780]   en se tirant le t-shirt
[01:33:48.780 --> 01:33:49.480]   en mettant des biquilles
[01:33:49.480 --> 01:33:49.880]   voilà
[01:33:49.880 --> 01:33:50.920]   parce que
[01:33:50.920 --> 01:33:51.220]   il faut savoir
[01:33:51.220 --> 01:33:51.840]   qu'à l'époque
[01:33:51.840 --> 01:33:52.480]   moi j'ai travaillé
[01:33:52.480 --> 01:33:53.620]   accueil billetterie adhésion
[01:33:53.620 --> 01:33:54.420]   et que c'est
[01:33:54.420 --> 01:33:54.920]   à l'époque
[01:33:54.920 --> 01:33:56.560]   ça se passait de cette manière là
[01:33:56.560 --> 01:33:57.380]   c'était les gens de l'accueil
[01:33:57.380 --> 01:33:58.380]   qui amenaient les personnes
[01:33:58.380 --> 01:33:59.420]   en situation de handicap
[01:33:59.420 --> 01:34:00.640]   au rayon qui les intéressait
[01:34:00.640 --> 01:34:01.440]   et après c'était
[01:34:01.440 --> 01:34:02.040]   le ou la vendeuse
[01:34:02.040 --> 01:34:02.920]   qui devait les amener
[01:34:02.920 --> 01:34:04.040]   au rayon
[01:34:04.040 --> 01:34:04.620]   etc
[01:34:04.620 --> 01:34:05.040]   et un jour
[01:34:05.040 --> 01:34:06.060]   je me retrouve avec une malvoyante
[01:34:06.060 --> 01:34:06.840]   je l'amène au rayon
[01:34:06.840 --> 01:34:07.780]   et je la fais courte
[01:34:07.780 --> 01:34:08.020]   parce que
[01:34:08.020 --> 01:34:10.960]   j'aime pas ces histoires
[01:34:10.960 --> 01:34:11.840]   et donc
[01:34:11.840 --> 01:34:13.640]   ma faute c'est moi aussi
[01:34:13.640 --> 01:34:14.300]   qui ai dit de blâme
[01:34:14.300 --> 01:34:16.620]   et le fait est que
[01:34:16.620 --> 01:34:17.480]   cette personne
[01:34:17.480 --> 01:34:18.880]   je suis arrivé devant le vendeur
[01:34:18.880 --> 01:34:19.140]   qui était
[01:34:19.140 --> 01:34:20.480]   qui est une horrible merde
[01:34:21.200 --> 01:34:21.440]   elle a dit
[01:34:21.440 --> 01:34:22.180]   ah non non pas elle
[01:34:22.180 --> 01:34:22.560]   elle pue
[01:34:22.560 --> 01:34:23.840]   et c'est quand même
[01:34:23.840 --> 01:34:24.700]   super difficile
[01:34:24.700 --> 01:34:25.380]   et alors
[01:34:25.380 --> 01:34:26.060]   oui et elle
[01:34:26.060 --> 01:34:26.380]   à minimum
[01:34:26.380 --> 01:34:28.900]   je me permets une question
[01:34:28.900 --> 01:34:30.080]   elle puait ?
[01:34:30.080 --> 01:34:30.660]   non pas du tout
[01:34:30.660 --> 01:34:30.880]   ok
[01:34:30.880 --> 01:34:32.220]   enfin non pas du tout
[01:34:32.220 --> 01:34:34.120]   non mais c'est une bonne question
[01:34:34.120 --> 01:34:34.380]   non mais
[01:34:34.380 --> 01:34:35.660]   je réponds au premier degré
[01:34:35.660 --> 01:34:36.460]   en plus parce que
[01:34:36.460 --> 01:34:38.360]   non c'était pas le cas
[01:34:38.360 --> 01:34:39.960]   et si ça avait été le cas
[01:34:39.960 --> 01:34:40.640]   je pense que mon souvenir
[01:34:40.640 --> 01:34:42.060]   l'a effacé de mémoire
[01:34:42.060 --> 01:34:42.380]   parce que
[01:34:42.380 --> 01:34:43.020]   par l'horreur de dire ça
[01:34:43.020 --> 01:34:43.860]   avant même que j'ai le temps
[01:34:43.860 --> 01:34:44.100]   de répondre
[01:34:44.100 --> 01:34:44.920]   oui enfin cela dire
[01:34:44.920 --> 01:34:46.060]   même si elle pue à la mort
[01:34:46.060 --> 01:34:46.840]   tu ne le dis pas
[01:34:46.840 --> 01:34:48.120]   avant même que j'ai le temps
[01:34:48.120 --> 01:34:48.900]   de répondre quoi que ce soit
[01:34:48.900 --> 01:34:49.440]   j'ai la petite voix
[01:34:49.440 --> 01:34:49.840]   de cette personne
[01:34:49.840 --> 01:34:50.860]   qui était assez jeune en plus
[01:34:50.860 --> 01:34:51.380]   qui devait avoir
[01:34:51.380 --> 01:34:52.480]   moins de 30 ans je pense
[01:34:52.480 --> 01:34:54.180]   et qui
[01:34:54.180 --> 01:34:55.120]   et j'entends la petite voix
[01:34:55.120 --> 01:34:55.600]   de la personne qui fait
[01:34:55.600 --> 01:34:56.040]   oh bah dis donc
[01:34:56.040 --> 01:34:56.720]   il n'est pas très gentil
[01:34:56.720 --> 01:34:57.160]   votre collègue
[01:34:57.160 --> 01:34:57.580]   oh putain
[01:34:57.580 --> 01:34:58.120]   oh la la
[01:34:58.120 --> 01:34:58.920]   ordure
[01:34:58.920 --> 01:34:59.980]   et donc c'est parti
[01:34:59.980 --> 01:35:00.880]   t'es devenu le batman
[01:35:00.880 --> 01:35:01.380]   c'est parti
[01:35:01.380 --> 01:35:02.300]   bah non mais c'est parti
[01:35:02.300 --> 01:35:02.680]   oui mais
[01:35:02.680 --> 01:35:03.600]   dans la vraie vie
[01:35:03.600 --> 01:35:04.200]   vous savez très bien
[01:35:04.200 --> 01:35:05.360]   que c'est dérythmé
[01:35:05.360 --> 01:35:06.780]   c'est ça c'est fou
[01:35:06.780 --> 01:35:07.920]   c'est nul
[01:35:07.920 --> 01:35:08.760]   c'est un peu nul
[01:35:08.760 --> 01:35:09.380]   c'est un peu genre
[01:35:09.380 --> 01:35:10.540]   qui repense pendant 15 jours
[01:35:10.540 --> 01:35:11.220]   en plus moi j'ai dû commencer
[01:35:11.220 --> 01:35:11.580]   par dire
[01:35:11.580 --> 01:35:13.520]   elle est pas sourde
[01:35:13.520 --> 01:35:14.020]   tu vois
[01:35:14.020 --> 01:35:16.360]   elle pue pas
[01:35:16.360 --> 01:35:17.400]   elle a une odeur nacrée
[01:35:17.400 --> 01:35:18.280]   ça va
[01:35:18.280 --> 01:35:19.220]   elle aveugle
[01:35:19.220 --> 01:35:20.000]   c'est toi qui pue
[01:35:20.000 --> 01:35:20.840]   t'as le nez trop près de la bouche
[01:35:20.840 --> 01:35:22.460]   et donc ça s'est monté
[01:35:22.460 --> 01:35:22.760]   un peu comme ça
[01:35:22.760 --> 01:35:23.580]   vous êtes empoigné quoi
[01:35:23.580 --> 01:35:24.440]   on s'est empoigné
[01:35:24.440 --> 01:35:26.020]   ça a été vu par d'autres clients
[01:35:26.020 --> 01:35:26.660]   machin
[01:35:26.660 --> 01:35:27.600]   et on a dû perdre
[01:35:27.600 --> 01:35:28.460]   un peu l'équilibre et tout
[01:35:28.460 --> 01:35:29.420]   une autre fois c'était
[01:35:29.420 --> 01:35:30.460]   parce que la FNAC
[01:35:30.460 --> 01:35:31.340]   c'est des associations
[01:35:31.340 --> 01:35:32.340]   qui font les papiers cadeaux
[01:35:32.340 --> 01:35:33.820]   pour Noël par exemple
[01:35:33.820 --> 01:35:34.900]   et donc c'est le moment
[01:35:34.900 --> 01:35:35.680]   où nous on donne plus
[01:35:35.680 --> 01:35:36.120]   enfin nous
[01:35:36.120 --> 01:35:36.860]   je suis un mec qui est encore
[01:35:36.860 --> 01:35:37.560]   hyper corporate
[01:35:37.560 --> 01:35:39.560]   et nous les FNACOS
[01:35:39.560 --> 01:35:39.960]   j'étais
[01:35:39.960 --> 01:35:42.620]   salut les FNACOS
[01:35:42.620 --> 01:35:43.900]   il y a deux teams
[01:35:43.900 --> 01:35:44.580]   les culturasses
[01:35:44.580 --> 01:35:45.140]   et les FNACOS
[01:35:45.140 --> 01:35:45.520]   donc
[01:35:45.520 --> 01:35:47.420]   la Keufna
[01:35:47.420 --> 01:35:48.960]   Denis Oliven
[01:35:48.960 --> 01:35:49.380]   à l'époque
[01:35:49.380 --> 01:35:50.240]   grand patron
[01:35:50.240 --> 01:35:51.100]   de la FNAC Saint-Lazare
[01:35:51.100 --> 01:35:51.660]   bien sûr
[01:35:51.660 --> 01:35:53.380]   et donc un jour
[01:35:53.380 --> 01:35:54.260]   accueil machin
[01:35:54.260 --> 01:35:54.720]   et puis je crois
[01:35:54.720 --> 01:35:55.720]   que j'étais déjà sur la fin
[01:35:55.720 --> 01:35:57.020]   enfin j'en avais déjà
[01:35:57.020 --> 01:35:57.540]   plus rien à branler
[01:35:57.540 --> 01:35:57.760]   je crois
[01:35:57.760 --> 01:35:59.640]   et il y a une dame
[01:35:59.640 --> 01:36:00.560]   qui s'embrouille
[01:36:00.560 --> 01:36:01.060]   avec les gens
[01:36:01.060 --> 01:36:01.940]   des papiers cadeaux
[01:36:01.940 --> 01:36:03.020]   dans les deux cas
[01:36:03.020 --> 01:36:03.520]   j'ai le beau rôle
[01:36:03.520 --> 01:36:04.420]   dans les deux cas
[01:36:04.420 --> 01:36:05.380]   je suis toujours un héros
[01:36:05.380 --> 01:36:06.340]   j'ai jamais fait genre
[01:36:06.340 --> 01:36:07.140]   je me suis pas endormi
[01:36:07.140 --> 01:36:08.040]   j'ai pas volé de l'argent
[01:36:08.040 --> 01:36:10.120]   et il y a une nana
[01:36:10.120 --> 01:36:11.240]   une personne âgée
[01:36:11.240 --> 01:36:13.160]   de celles qui ont probablement
[01:36:13.160 --> 01:36:13.760]   voté Macron
[01:36:13.760 --> 01:36:14.220]   alors que
[01:36:14.220 --> 01:36:15.180]   à la fin de la retraite
[01:36:15.180 --> 01:36:15.980]   la concerne même pas
[01:36:15.980 --> 01:36:17.400]   et donc
[01:36:17.400 --> 01:36:18.740]   elle est allée
[01:36:18.740 --> 01:36:20.280]   elle était déjà
[01:36:20.280 --> 01:36:20.780]   en train de gueuler
[01:36:20.780 --> 01:36:21.220]   sur les
[01:36:21.220 --> 01:36:22.120]   je sais plus ce que c'était
[01:36:22.120 --> 01:36:23.500]   c'était des gosses
[01:36:23.500 --> 01:36:24.340]   oui enfin bref
[01:36:24.340 --> 01:36:24.840]   et donc elle criait
[01:36:24.840 --> 01:36:25.420]   sur des enfants
[01:36:25.420 --> 01:36:25.960]   grosso modo
[01:36:25.960 --> 01:36:26.680]   parce qu'il y avait du monde
[01:36:26.680 --> 01:36:27.040]   et tout
[01:36:27.040 --> 01:36:28.340]   papiers cadeaux
[01:36:28.340 --> 01:36:29.120]   gratuits machin
[01:36:29.120 --> 01:36:30.500]   et après
[01:36:30.500 --> 01:36:31.280]   elle est venue
[01:36:31.280 --> 01:36:32.400]   elle est venue à l'accueil
[01:36:32.400 --> 01:36:32.680]   machin
[01:36:32.680 --> 01:36:32.860]   elle fait
[01:36:32.860 --> 01:36:33.220]   et maintenant
[01:36:33.220 --> 01:36:34.220]   vous me faites ça
[01:36:34.220 --> 01:36:34.740]   machin
[01:36:34.740 --> 01:36:35.500]   je fais alors non
[01:36:35.500 --> 01:36:36.100]   je suis désolé madame
[01:36:36.100 --> 01:36:37.200]   vous l'avez mal parlé
[01:36:37.200 --> 01:36:38.000]   donc c'est pas nous
[01:36:38.000 --> 01:36:38.420]   qui nous occupons
[01:36:38.420 --> 01:36:39.580]   vous me faites ça
[01:36:39.580 --> 01:36:40.140]   je fais bon
[01:36:40.140 --> 01:36:40.800]   vous faites quoi
[01:36:40.800 --> 01:36:41.680]   le papier
[01:36:41.680 --> 01:36:42.420]   le papier cadeau
[01:36:42.420 --> 01:36:42.900]   elle pose
[01:36:42.900 --> 01:36:44.520]   je pensais que mon mime
[01:36:44.520 --> 01:36:45.140]   était assez clair
[01:36:45.140 --> 01:36:45.700]   mais c'est vrai que
[01:36:45.700 --> 01:36:46.620]   voilà
[01:36:46.620 --> 01:36:47.140]   en podcast
[01:36:47.140 --> 01:36:48.060]   c'est plus compliqué de mimer
[01:36:48.060 --> 01:36:49.720]   et donc elle pose
[01:36:49.720 --> 01:36:50.960]   sa merde
[01:36:50.960 --> 01:36:51.740]   je sais plus ce que c'était
[01:36:51.740 --> 01:36:52.320]   enfin bref
[01:36:52.320 --> 01:36:53.060]   des coffrets DVD
[01:36:53.060 --> 01:36:53.740]   de James Bond
[01:36:53.740 --> 01:36:54.220]   des bouses
[01:36:54.220 --> 01:36:54.660]   enfin
[01:36:54.660 --> 01:36:57.340]   et vous me faites ça
[01:36:57.340 --> 01:36:57.600]   machin
[01:36:57.600 --> 01:36:58.000]   et je dis non
[01:36:58.000 --> 01:36:58.280]   en plus
[01:36:58.280 --> 01:36:59.220]   c'est les associations
[01:36:59.220 --> 01:36:59.820]   qui s'en occupent
[01:36:59.820 --> 01:37:00.340]   c'est les enfants
[01:37:00.340 --> 01:37:01.000]   regardez là
[01:37:01.000 --> 01:37:01.800]   ils sont tous stressés
[01:37:01.800 --> 01:37:02.260]   il y a du monde
[01:37:02.260 --> 01:37:02.660]   tout le monde
[01:37:02.660 --> 01:37:02.920]   machin
[01:37:02.920 --> 01:37:04.000]   non vous me faites ça
[01:37:04.000 --> 01:37:04.580]   c'est à vous de me le faire
[01:37:04.580 --> 01:37:05.760]   vous êtes au service du client
[01:37:05.760 --> 01:37:07.180]   le client est roi
[01:37:07.180 --> 01:37:07.500]   machin
[01:37:07.500 --> 01:37:08.380]   je dis ah non
[01:37:08.380 --> 01:37:10.120]   vous allez recommencer
[01:37:10.120 --> 01:37:11.000]   c'est vous qui allez recommencer
[01:37:11.000 --> 01:37:11.920]   vous allez dire s'il vous plaît
[01:37:11.920 --> 01:37:12.960]   vous allez vous adresser aux gosses
[01:37:12.960 --> 01:37:13.800]   vous allez leur présenter des excuses
[01:37:13.800 --> 01:37:15.120]   appelez moi votre supérieur
[01:37:15.120 --> 01:37:16.400]   ah ouais vous voulez que j'appelle mon supérieur
[01:37:16.400 --> 01:37:17.400]   et bah je vais appeler mon supérieur
[01:37:17.400 --> 01:37:18.240]   j'appelle mon supérieur
[01:37:18.240 --> 01:37:19.480]   qui m'a pas du tout couvert
[01:37:19.480 --> 01:37:19.900]   évidemment
[01:37:19.900 --> 01:37:21.400]   qui a fait bien sûr
[01:37:21.400 --> 01:37:22.240]   madame vous avez raison
[01:37:22.240 --> 01:37:23.500]   Sébastien faites le papier cadeau
[01:37:23.500 --> 01:37:24.100]   oh la la
[01:37:24.100 --> 01:37:25.780]   oh la la
[01:37:25.780 --> 01:37:26.920]   j'aurais adoré que tu reviennes
[01:37:26.920 --> 01:37:27.680]   avec une fausse moustache
[01:37:27.680 --> 01:37:28.400]   bon je suis le supérieur
[01:37:28.400 --> 01:37:30.740]   qui est d'ailleurs
[01:37:30.740 --> 01:37:31.820]   une bonne blague
[01:37:31.820 --> 01:37:32.540]   d'Adrien Médiel
[01:37:32.540 --> 01:37:33.120]   dans la saison 2
[01:37:33.120 --> 01:37:33.960]   d'Irresponsable
[01:37:33.960 --> 01:37:35.020]   mais qui
[01:37:35.020 --> 01:37:37.000]   est coupé au montage
[01:37:37.000 --> 01:37:37.660]   un peu
[01:37:37.660 --> 01:37:37.960]   ah oui
[01:37:37.960 --> 01:37:39.880]   parce que
[01:37:39.880 --> 01:37:40.980]   on le lit du coup
[01:37:40.980 --> 01:37:42.300]   non c'est juste que
[01:37:42.300 --> 01:37:43.580]   je jouais le banquier
[01:37:43.580 --> 01:37:44.840]   de Sébastien
[01:37:44.840 --> 01:37:45.720]   et il dit
[01:37:45.720 --> 01:37:46.180]   bon appelez moi
[01:37:46.180 --> 01:37:46.660]   à la fin
[01:37:46.660 --> 01:37:47.400]   il dit bon
[01:37:47.400 --> 01:37:48.360]   appelez moi votre supérieur
[01:37:48.360 --> 01:37:48.880]   et
[01:37:48.880 --> 01:37:50.960]   tel qu'on l'avait filmé
[01:37:50.960 --> 01:37:52.260]   je me levais
[01:37:52.260 --> 01:37:53.160]   je disais oui
[01:37:53.160 --> 01:37:53.920]   je me levais
[01:37:53.920 --> 01:37:54.780]   et je me rasseillais
[01:37:54.780 --> 01:37:55.400]   je disais c'est moi
[01:37:55.400 --> 01:37:57.400]   c'est moi le directeur
[01:37:57.400 --> 01:37:57.640]   je pense
[01:37:57.640 --> 01:37:59.000]   et en fait
[01:37:59.000 --> 01:37:59.740]   au montage
[01:37:59.740 --> 01:38:00.260]   il y a juste
[01:38:00.260 --> 01:38:00.700]   tu dis
[01:38:00.700 --> 01:38:02.160]   appelez moi le directeur
[01:38:02.160 --> 01:38:03.100]   et je réponds juste
[01:38:03.100 --> 01:38:03.940]   c'est moi le directeur
[01:38:03.940 --> 01:38:04.620]   ah oui c'est ça
[01:38:04.620 --> 01:38:05.680]   ah oui oui
[01:38:05.680 --> 01:38:07.140]   mais c'était bien cette matinée
[01:38:07.140 --> 01:38:08.160]   je crois que j'en parle à chaque fois
[01:38:08.160 --> 01:38:08.840]   que je viens faire un flot
[01:38:08.840 --> 01:38:10.320]   non mais je t'ai impressionné
[01:38:10.320 --> 01:38:10.700]   en même temps
[01:38:10.700 --> 01:38:11.940]   c'était ma première fois
[01:38:11.940 --> 01:38:12.680]   il t'a marqué à vie
[01:38:12.680 --> 01:38:13.700]   il t'a marqué à vie
[01:38:13.700 --> 01:38:14.120]   voilà
[01:38:14.120 --> 01:38:16.220]   et voilà mes histoires de Fnac
[01:38:16.220 --> 01:38:16.720]   grosso modo
[01:38:16.720 --> 01:38:17.340]   ça va plus
[01:38:17.340 --> 01:38:18.680]   j'étais tellement heureux
[01:38:18.680 --> 01:38:20.060]   je gagnais 1200 balles par mois
[01:38:20.060 --> 01:38:21.000]   et je me disais
[01:38:21.000 --> 01:38:21.960]   c'est ça que je voulais faire
[01:38:21.960 --> 01:38:22.540]   parce que quand je faisais
[01:38:22.540 --> 01:38:23.320]   ma prépa littéraire
[01:38:23.320 --> 01:38:24.760]   je voulais gagner 1200 euros par mois
[01:38:24.760 --> 01:38:25.340]   à normal sup
[01:38:25.340 --> 01:38:26.840]   j'ai pas réussi normal sup
[01:38:26.840 --> 01:38:27.820]   j'ai été sous admissible
[01:38:27.820 --> 01:38:28.680]   ça va c'est pas si mal
[01:38:28.680 --> 01:38:30.020]   et je me suis retrouvé
[01:38:30.020 --> 01:38:30.980]   avec 1200 balles par mois
[01:38:30.980 --> 01:38:31.300]   à la Fnac
[01:38:31.300 --> 01:38:32.140]   je me suis dit je suis bien
[01:38:32.140 --> 01:38:32.540]   c'est bon
[01:38:32.540 --> 01:38:33.740]   je peux m'arrêter là
[01:38:33.740 --> 01:38:34.720]   on a eu JB la semaine dernière
[01:38:34.720 --> 01:38:35.460]   qui disait pareil
[01:38:35.460 --> 01:38:36.440]   il disait moi j'ai bossé
[01:38:36.440 --> 01:38:37.240]   dans un vidéoclub
[01:38:37.240 --> 01:38:38.240]   je gagnais de la merde
[01:38:38.240 --> 01:38:38.780]   et il dit même
[01:38:38.780 --> 01:38:40.200]   je préférais à cette époque
[01:38:40.200 --> 01:38:40.860]   que maintenant
[01:38:40.860 --> 01:38:41.780]   que je fais Youtube
[01:38:41.780 --> 01:38:42.640]   et que tu vois
[01:38:42.640 --> 01:38:43.360]   1200 c'est pas mal
[01:38:43.360 --> 01:38:45.500]   j'étais déjà au dessus du SMIC
[01:38:45.500 --> 01:38:45.740]   à l'époque
[01:38:45.740 --> 01:38:46.560]   lui il avait ses moyens
[01:38:46.560 --> 01:38:47.220]   je crois de mémoire
[01:38:47.220 --> 01:38:48.300]   mais voilà
[01:38:48.300 --> 01:38:49.680]   mais voilà mais écoutez
[01:38:49.680 --> 01:38:50.100]   c'est très
[01:38:50.100 --> 01:38:51.760]   on va passer au gros coup culturel
[01:38:51.760 --> 01:38:52.720]   je peux pas vous dire mieux
[01:38:52.720 --> 01:38:53.440]   est-ce qu'il y a des choses
[01:38:53.440 --> 01:38:54.140]   culturellement
[01:38:54.140 --> 01:38:55.700]   que vous avez adoré récemment
[01:38:55.700 --> 01:38:56.980]   que vous conseillez
[01:38:56.980 --> 01:38:58.000]   à nos amis auditeurs
[01:38:58.000 --> 01:38:59.020]   et Léonore par exemple
[01:38:59.020 --> 01:39:00.140]   oui alors
[01:39:00.140 --> 01:39:01.680]   je vais conseiller
[01:39:01.680 --> 01:39:02.820]   la série Food is Love
[01:39:02.820 --> 01:39:04.880]   que j'ai conseillé à Sébastien
[01:39:04.880 --> 01:39:06.160]   que vous pouvez voir
[01:39:06.160 --> 01:39:06.740]   sur Arte
[01:39:06.740 --> 01:39:07.420]   bah en fait
[01:39:07.420 --> 01:39:08.500]   je la conseille un peu tard
[01:39:08.500 --> 01:39:09.120]   parce qu'elle est sortie
[01:39:09.120 --> 01:39:09.880]   il y a au moins un an
[01:39:09.880 --> 01:39:10.840]   mais je l'ai découverte
[01:39:10.840 --> 01:39:11.480]   il y a quelques mois
[01:39:11.480 --> 01:39:12.060]   très bien
[01:39:12.060 --> 01:39:13.660]   et donc oui
[01:39:13.660 --> 01:39:14.360]   c'est sur Arte
[01:39:14.360 --> 01:39:15.160]   sur la plateforme
[01:39:15.160 --> 01:39:16.900]   et c'est une série
[01:39:16.900 --> 01:39:18.100]   espagnole
[01:39:18.100 --> 01:39:19.400]   ou argentine ?
[01:39:19.400 --> 01:39:19.820]   non espagnole
[01:39:19.820 --> 01:39:20.700]   l'acteur est argentin
[01:39:20.700 --> 01:39:22.360]   ah l'acteur est argentin
[01:39:22.360 --> 01:39:23.320]   espagnole
[01:39:23.320 --> 01:39:23.940]   et donc c'est
[01:39:23.940 --> 01:39:24.900]   ça mêle tout ce que j'aime
[01:39:24.900 --> 01:39:25.300]   parce que ça
[01:39:25.300 --> 01:39:26.560]   c'est une rencontre
[01:39:26.560 --> 01:39:27.840]   amoureuse
[01:39:27.840 --> 01:39:29.440]   et sur fond de bouffe
[01:39:29.440 --> 01:39:30.420]   puisque chaque épisode
[01:39:30.420 --> 01:39:30.960]   c'est
[01:39:30.960 --> 01:39:32.160]   voilà c'est des passionnés
[01:39:32.160 --> 01:39:32.620]   de bouffe
[01:39:32.620 --> 01:39:33.900]   et c'est
[01:39:33.900 --> 01:39:35.880]   comment tu la décrirais
[01:39:35.880 --> 01:39:36.900]   toi cette série
[01:39:36.900 --> 01:39:39.580]   c'est beaucoup de paroles
[01:39:39.580 --> 01:39:40.240]   c'est fleabag
[01:39:40.240 --> 01:39:41.620]   à chaque fois
[01:39:41.620 --> 01:39:42.340]   c'est fleabag
[01:39:42.340 --> 01:39:42.620]   t'as dit
[01:39:42.620 --> 01:39:43.500]   un épisode
[01:39:43.500 --> 01:39:44.080]   tous les rendez-vous
[01:39:44.080 --> 01:39:44.880]   producteurs que je fais
[01:39:44.880 --> 01:39:45.600]   où il y a une femme
[01:39:45.600 --> 01:39:46.020]   dans un rôle
[01:39:46.020 --> 01:39:47.540]   c'est fleabag quoi
[01:39:47.540 --> 01:39:48.220]   c'est bon
[01:39:48.220 --> 01:39:49.960]   avant c'était girls
[01:39:49.960 --> 01:39:50.720]   oui voilà c'est ça
[01:39:50.720 --> 01:39:51.400]   exactement
[01:39:51.400 --> 01:39:52.640]   maintenant ça va être
[01:39:52.640 --> 01:39:53.520]   may I destroy you
[01:39:53.520 --> 01:39:54.360]   c'est un tout petit peu
[01:39:54.360 --> 01:39:55.120]   may I destroy you
[01:39:55.120 --> 01:39:56.340]   mais ça devient pas aussi culte
[01:39:56.340 --> 01:39:57.100]   encore que fleabag
[01:39:57.100 --> 01:39:58.000]   non c'est
[01:39:58.000 --> 01:39:58.440]   je sais pas
[01:39:58.440 --> 01:39:58.740]   c'est une série
[01:39:58.740 --> 01:39:59.580]   qui est très surprenante
